Capítulo,Versículo,Texto
22.0,15.0,من كان يظن ان لن ينصره الله في الدنيا والاخره فليمدد بسبب الي السماء ثم ليقطع فلينظر هل يذهبن كيده ما يغيظ
22.0,16.0,وكذلك انزلناه ايات بينات وان الله يهدي من يريد
22.0,17.0,ان الذين امنوا والذين هادوا والصابئين والنصاري والمجوس والذين اشركوا ان الله يفصل بينهم يوم القيامه ۚ ان الله علي كل شيء شهيد
22.0,18.0,الم تر ان الله يسجد له من في السماوات ومن في الارض والشمس والقمر والنجوم والجبال والشجر والدواب وكثير من الناس ۖ وكثير حق عليه العذاب ۗ ومن يهن الله فما له من مكرم ۚ ان الله يفعل ما يشاء ۩
22.0,19.0,هذان خصمان اختصموا في ربهم ۖ فالذين كفروا قطعت لهم ثياب من نار يصب من فوق رءوسهم الحميم
22.0,20.0,يصهر به ما في بطونهم والجلود
22.0,21.0,ولهم مقامع من حديد
22.0,22.0,كلما ارادوا ان يخرجوا منها من غم اعيدوا فيها وذوقوا عذاب الحريق
22.0,23.0,ان الله يدخل الذين امنوا وعملوا الصالحات جنات تجري من تحتها الانهار يحلون فيها من اساور من ذهب ولؤلؤا ۖ ولباسهم فيها حرير
22.0,24.0,وهدوا الي الطيب من القول وهدوا الي صراط الحميد
22.0,25.0,ان الذين كفروا ويصدون عن سبيل الله والمسجد الحرام الذي جعلناه للناس سواء العاكف فيه والباد ۚ ومن يرد فيه بالحاد بظلم نذقه من عذاب اليم
22.0,26.0,واذ بوانا لابراهيم مكان البيت ان لا تشرك بي شيئا وطهر بيتي للطائفين والقائمين والركع السجود
22.0,27.0,واذن في الناس بالحج ياتوك رجالا وعلي كل ضامر ياتين من كل فج عميق
22.0,28.0,ليشهدوا منافع لهم ويذكروا اسم الله في ايام معلومات علي ما رزقهم من بهيمه الانعام ۖ فكلوا منها واطعموا البائس الفقير
22.0,29.0,ثم ليقضوا تفثهم وليوفوا نذورهم وليطوفوا بالبيت العتيق
22.0,30.0,ذلك ومن يعظم حرمات الله فهو خير له عند ربه ۗ واحلت لكم الانعام الا ما يتلي عليكم ۖ فاجتنبوا الرجس من الاوثان واجتنبوا قول الزور
22.0,31.0,حنفاء لله غير مشركين به ۚ ومن يشرك بالله فكانما خر من السماء فتخطفه الطير او تهوي به الريح في مكان سحيق
22.0,32.0,ذلك ومن يعظم شعائر الله فانها من تقوي القلوب
22.0,33.0,لكم فيها منافع الي اجل مسمي ثم محلها الي البيت العتيق
22.0,34.0,ولكل امه جعلنا منسكا ليذكروا اسم الله علي ما رزقهم من بهيمه الانعام ۗ فالهكم اله واحد فله اسلموا ۗ وبشر المخبتين
22.0,35.0,الذين اذا ذكر الله وجلت قلوبهم والصابرين علي ما اصابهم والمقيمي الصلاه ومما رزقناهم ينفقون
22.0,36.0,والبدن جعلناها لكم من شعائر الله لكم فيها خير ۖ فاذكروا اسم الله عليها صواف ۖ فاذا وجبت جنوبها فكلوا منها واطعموا القانع والمعتر ۚ كذلك سخرناها لكم لعلكم تشكرون
22.0,37.0,لن ينال الله لحومها ولا دماؤها ولكن يناله التقوي منكم ۚ كذلك سخرها لكم لتكبروا الله علي ما هداكم ۗ وبشر المحسنين
22.0,38.0,ان الله يدافع عن الذين امنوا ۗ ان الله لا يحب كل خوان كفور
22.0,39.0,اذن للذين يقاتلون بانهم ظلموا ۚ وان الله علي نصرهم لقدير
22.0,40.0,الذين اخرجوا من ديارهم بغير حق الا ان يقولوا ربنا الله ۗ ولولا دفع الله الناس بعضهم ببعض لهدمت صوامع وبيع وصلوات ومساجد يذكر فيها اسم الله كثيرا ۗ ولينصرن الله من ينصره ۗ ان الله لقوي عزيز
22.0,41.0,الذين ان مكناهم في الارض اقاموا الصلاه واتوا الزكاه وامروا بالمعروف ونهوا عن المنكر ۗ ولله عاقبه الامور
22.0,42.0,وان يكذبوك فقد كذبت قبلهم قوم نوح وعاد وثمود
22.0,43.0,وقوم ابراهيم وقوم لوط
22.0,44.0,واصحاب مدين ۖ وكذب موسي فامليت للكافرين ثم اخذتهم ۖ فكيف كان نكير
22.0,45.0,فكاين من قريه اهلكناها وهي ظالمه فهي خاويه علي عروشها وبئر معطله وقصر مشيد
22.0,46.0,افلم يسيروا في الارض فتكون لهم قلوب يعقلون بها او اذان يسمعون بها ۖ فانها لا تعمي الابصار ولكن تعمي القلوب التي في الصدور
22.0,47.0,ويستعجلونك بالعذاب ولن يخلف الله وعده ۚ وان يوما عند ربك كالف سنه مما تعدون
22.0,48.0,وكاين من قريه امليت لها وهي ظالمه ثم اخذتها والي المصير
22.0,49.0,قل يا ايها الناس انما انا لكم نذير مبين
22.0,50.0,فالذين امنوا وعملوا الصالحات لهم مغفره ورزق كريم
22.0,51.0,والذين سعوا في اياتنا معاجزين اولئك اصحاب الجحيم
22.0,52.0,وما ارسلنا من قبلك من رسول ولا نبي الا اذا تمني القي الشيطان في امنيته فينسخ الله ما يلقي الشيطان ثم يحكم الله اياته ۗ والله عليم حكيم
22.0,53.0,ليجعل ما يلقي الشيطان فتنه للذين في قلوبهم مرض والقاسيه قلوبهم ۗ وان الظالمين لفي شقاق بعيد
22.0,54.0,وليعلم الذين اوتوا العلم انه الحق من ربك فيؤمنوا به فتخبت له قلوبهم ۗ وان الله لهاد الذين امنوا الي صراط مستقيم
22.0,55.0,ولا يزال الذين كفروا في مريه منه حتي تاتيهم الساعه بغته او ياتيهم عذاب يوم عقيم
22.0,56.0,الملك يومئذ لله يحكم بينهم ۚ فالذين امنوا وعملوا الصالحات في جنات النعيم
22.0,57.0,والذين كفروا وكذبوا باياتنا فاولئك لهم عذاب مهين
22.0,58.0,والذين هاجروا في سبيل الله ثم قتلوا او ماتوا ليرزقنهم الله رزقا حسنا ۚ وان الله لهو خير الرازقين
22.0,59.0,ليدخلنهم مدخلا يرضونه ۗ وان الله لعليم حليم
22.0,60.0,ذلك ومن عاقب بمثل ما عوقب به ثم بغي عليه لينصرنه الله ۗ ان الله لعفو غفور
22.0,61.0,ذلك بان الله يولج الليل في النهار ويولج النهار في الليل وان الله سميع بصير
22.0,62.0,ذلك بان الله هو الحق وان ما يدعون من دونه هو الباطل وان الله هو العلي الكبير
22.0,63.0,الم تر ان الله انزل من السماء ماء فتصبح الارض مخضره ۗ ان الله لطيف خبير
22.0,64.0,له ما في السماوات وما في الارض ۗ وان الله لهو الغني الحميد
22.0,65.0,الم تر ان الله سخر لكم ما في الارض والفلك تجري في البحر بامره ويمسك السماء ان تقع علي الارض الا باذنه ۗ ان الله بالناس لرءوف رحيم
22.0,66.0,وهو الذي احياكم ثم يميتكم ثم يحييكم ۗ ان الانسان لكفور
22.0,67.0,لكل امه جعلنا منسكا هم ناسكوه ۖ فلا ينازعنك في الامر ۚ وادع الي ربك ۖ انك لعلي هدي مستقيم
22.0,68.0,وان جادلوك فقل الله اعلم بما تعملون
22.0,69.0,الله يحكم بينكم يوم القيامه فيما كنتم فيه تختلفون
22.0,70.0,الم تعلم ان الله يعلم ما في السماء والارض ۗ ان ذلك في كتاب ۚ ان ذلك علي الله يسير
22.0,71.0,ويعبدون من دون الله ما لم ينزل به سلطانا وما ليس لهم به علم ۗ وما للظالمين من نصير
22.0,72.0,واذا تتلي عليهم اياتنا بينات تعرف في وجوه الذين كفروا المنكر ۖ يكادون يسطون بالذين يتلون عليهم اياتنا ۗ قل افانبئكم بشر من ذلكم ۗ النار وعدها الله الذين كفروا ۖ وبئس المصير
22.0,73.0,يا ايها الناس ضرب مثل فاستمعوا له ۚ ان الذين تدعون من دون الله لن يخلقوا ذبابا ولو اجتمعوا له ۖ وان يسلبهم الذباب شيئا لا يستنقذوه منه ۚ ضعف الطالب والمطلوب
22.0,74.0,ما قدروا الله حق قدره ۗ ان الله لقوي عزيز
22.0,75.0,الله يصطفي من الملائكه رسلا ومن الناس ۚ ان الله سميع بصير
22.0,76.0,يعلم ما بين ايديهم وما خلفهم ۗ والي الله ترجع الامور
22.0,77.0,يا ايها الذين امنوا اركعوا واسجدوا واعبدوا ربكم وافعلوا الخير لعلكم تفلحون ۩
22.0,78.0,وجاهدوا في الله حق جهاده ۚ هو اجتباكم وما جعل عليكم في الدين من حرج ۚ مله ابيكم ابراهيم ۚ هو سماكم المسلمين من قبل وفي هذا ليكون الرسول شهيدا عليكم وتكونوا شهداء علي الناس ۚ فاقيموا الصلاه واتوا الزكاه واعتصموا بالله هو مولاكم ۖ فنعم المولي ونعم النصير
23.0,1.0,بسم الله الرحمن الرحيم قد افلح المؤمنون
23.0,2.0,الذين هم في صلاتهم خاشعون
23.0,3.0,والذين هم عن اللغو معرضون
23.0,4.0,والذين هم للزكاه فاعلون
23.0,5.0,والذين هم لفروجهم حافظون
23.0,6.0,الا علي ازواجهم او ما ملكت ايمانهم فانهم غير ملومين
23.0,7.0,فمن ابتغي وراء ذلك فاولئك هم العادون
23.0,8.0,والذين هم لاماناتهم وعهدهم راعون
23.0,9.0,والذين هم علي صلواتهم يحافظون
23.0,10.0,اولئك هم الوارثون
23.0,11.0,الذين يرثون الفردوس هم فيها خالدون
23.0,12.0,ولقد خلقنا الانسان من سلاله من طين
23.0,13.0,ثم جعلناه نطفه في قرار مكين
23.0,14.0,ثم خلقنا النطفه علقه فخلقنا العلقه مضغه فخلقنا المضغه عظاما فكسونا العظام لحما ثم انشاناه خلقا اخر ۚ فتبارك الله احسن الخالقين
23.0,15.0,ثم انكم بعد ذلك لميتون
23.0,16.0,ثم انكم يوم القيامه تبعثون
23.0,17.0,ولقد خلقنا فوقكم سبع طرائق وما كنا عن الخلق غافلين
23.0,18.0,وانزلنا من السماء ماء بقدر فاسكناه في الارض ۖ وانا علي ذهاب به لقادرون
23.0,19.0,فانشانا لكم به جنات من نخيل واعناب لكم فيها فواكه كثيره ومنها تاكلون
23.0,20.0,وشجره تخرج من طور سيناء تنبت بالدهن وصبغ للاكلين
23.0,21.0,وان لكم في الانعام لعبره ۖ نسقيكم مما في بطونها ولكم فيها منافع كثيره ومنها تاكلون
